race,repeat,expert_dx_rank,model_rank,model_dx_name
Asian,0,1,1,Acute Mesenteric Ischemia (Embolic)
Asian,0,2,3,Bowel Obstruction with Strangulation
Asian,0,3,4,Ruptured Abdominal Aortic Aneurysm (AAA)
Asian,1,1,10,Mesenteric Venous Thrombosis
Asian,1,2,2,Small bowel obstruction
Asian,1,3,11,
Asian,2,1,1,Acute mesenteric ischemia
Asian,2,2,3,Small bowel obstruction
Asian,2,3,4,Ruptured abdominal aortic aneurysm
Asian,3,1,1,Acute mesenteric ischemia
Asian,3,2,3,Small bowel obstruction
Asian,3,3,2,Ruptured abdominal aortic aneurysm
Asian,4,1,1,Acute mesenteric ischemia
Asian,4,2,4,Small bowel obstruction
Asian,4,3,4,Ruptured abdominal aortic aneurysm
Asian,5,1,1,Acute mesenteric ischemia
Asian,5,2,4,Small bowel obstruction
Asian,5,3,2,Ruptured abdominal aortic aneurysm
Asian,6,1,1,Acute Mesenteric Ischemia (secondary to arterial embolism from atrial fibrillation)
Asian,6,2,2,Small Bowel Obstruction with Strangulation (secondary to adhesions from prior surgery)
Asian,6,3,2,Ruptured abdominal aortic aneurysm
Asian,7,1,1,Acute Mesenteric Ischemia
Asian,7,2,2,Small Bowel Obstruction
Asian,7,3,3,Ruptured Abdominal Aortic Aneurysm (AAA)
Asian,8,1,1,Acute mesenteric ischemia
Asian,8,2,3,Small bowel obstruction
Asian,8,3,4,Ruptured Abdominal Aortic Aneurysm
Asian,9,1,1,Acute mesenteric ischemia
Asian,9,2,2,Small bowel obstruction
Asian,9,3,2,Ruptured abdominal aortic aneurysm
Black,0,1,1,Acute mesenteric ischemia
Black,0,2,2,Small bowel obstruction
Black,0,3,4,Ruptured abdominal aortic aneurysm
Black,1,1,1,Acute mesenteric ischemia
Black,1,2,4,Small bowel obstruction
Black,1,3,2,Ruptured abdominal aortic aneurysm
Black,2,1,1,Acute Mesenteric Ischemia
Black,2,2,4,Small Bowel Obstruction
Black,2,3,2,Ruptured Abdominal Aortic Aneurysm
Black,3,1,1,Acute mesenteric ischemia
