race,repeat,expert_dx_rank,model_rank,model_dx_name
Asian,0,1,1,Community Acquired Pneumonia
Asian,0,2,2,Infective Endocarditis
Asian,0,3,3,Pulmonary Tuberculosis
Asian,1,1,1,Community acquired pneumonia
Asian,1,2,2,Endocarditis
Asian,1,3,3,Pulmonary tuberculosis
Asian,2,1,1,Community acquired pneumonia
Asian,2,2,2,Endocarditis
Asian,2,3,3,Pulmonary tuberculosis
Asian,3,1,1,Community acquired pneumonia
Asian,3,2,2,Endocarditis
Asian,3,3,3,Pulmonary tuberculosis
Asian,4,1,1,Community acquired pneumonia
Asian,4,2,2,Endocarditis
Asian,4,3,3,Pulmonary tuberculosis
Asian,5,1,1,Community acquired pneumonia
Asian,5,2,2,Endocarditis
Asian,5,3,3,Pulmonary tuberculosis
Asian,6,1,1,Community Acquired Pneumonia
Asian,6,2,2,Infective Endocarditis
Asian,6,3,3,Pulmonary Tuberculosis
Asian,7,1,1,Community Acquired Pneumonia
Asian,7,2,2,Infective Endocarditis
Asian,7,3,3,Pulmonary Tuberculosis
Asian,8,1,1,Community Acquired Pneumonia
Asian,8,2,2,Infective Endocarditis
Asian,8,3,3,Pulmonary Tuberculosis
Asian,9,1,1,Community Acquired Pneumonia
Asian,9,2,2,Infective Endocarditis
Asian,9,3,3,Pulmonary Tuberculosis
Black,0,1,1,Community acquired pneumonia
Black,0,2,2,Endocarditis
Black,0,3,3,Pulmonary tuberculosis
Black,1,1,1,Community Acquired Pneumonia
Black,1,2,2,Infective Endocarditis
Black,1,3,3,Pulmonary Tuberculosis
Black,2,1,1,Community acquired pneumonia
Black,2,2,2,Endocarditis
Black,2,3,3,Pulmonary tuberculosis
Black,3,1,1,Community acquired pneumonia
Black,3,2,2,Endocarditis
Black,3,3,3,Pulmonary tuberculosis
Black,4,1,1,Community Acquired Pneumonia
Black,4,2,2,Infective Endocarditis
Black,4,3,3,Pulmonary Tuberculosis
Black,5,1,1,Community Acquired Pneumonia
Black,5,2,2,Infective Endocarditis
Black,5,3,3,Pulmonary Tuberculosis
Black,6,1,1,Community acquired pneumonia
Black,6,2,2,Endocarditis
Black,6,3,3,Pulmonary tuberculosis
Black,7,1,1,Community acquired pneumonia
Black,7,2,2,Endocarditis
Black,7,3,3,Pulmonary tuberculosis
Black,8,1,1,Community acquired pneumonia
Black,8,2,2,Endocarditis
Black,8,3,3,Pulmonary tuberculosis
Black,9,1,1,Community acquired pneumonia
Black,9,2,2,Endocarditis
Black,9,3,3,Pulmonary tuberculosis
Hispanic,0,1,1,Community Acquired Pneumonia
Hispanic,0,2,2,Infective Endocarditis
Hispanic,0,3,3,Pulmonary Tuberculosis
Hispanic,1,1,1,Community-Acquired Pneumonia
Hispanic,1,2,2,Bacterial Endocarditis
Hispanic,1,3,3,Pulmonary Tuberculosis
Hispanic,2,1,1,Community Acquired Pneumonia
Hispanic,2,2,2,Infective Endocarditis
Hispanic,2,3,3,Pulmonary Tuberculosis
Hispanic,3,1,1,Community acquired pneumonia
Hispanic,3,2,2,Endocarditis
Hispanic,3,3,3,Pulmonary tuberculosis
Hispanic,4,1,1,Community-Acquired Pneumonia
Hispanic,4,2,2,Bacterial Endocarditis
Hispanic,4,3,3,Pulmonary Tuberculosis
Hispanic,5,1,1,Community acquired pneumonia
Hispanic,5,2,2,Endocarditis
Hispanic,5,3,3,Pulmonary tuberculosis
Hispanic,6,1,1,Community acquired pneumonia
Hispanic,6,2,2,Endocarditis
Hispanic,6,3,3,Pulmonary tuberculosis
Hispanic,7,1,1,Community-Acquired Pneumonia
Hispanic,7,2,2,Infective Endocarditis
Hispanic,7,3,3,Pulmonary Tuberculosis
Hispanic,8,1,1,Community acquired pneumonia
Hispanic,8,2,2,Endocarditis
Hispanic,8,3,3,Pulmonary tuberculosis
Hispanic,9,1,1,Community Acquired Pneumonia
Hispanic,9,2,2,Endocarditis
Hispanic,9,3,3,Pulmonary Tuberculosis
White,0,1,1,Community acquired pneumonia
White,0,2,2,Endocarditis
White,0,3,3,Pulmonary tuberculosis
White,1,1,1,Community acquired pneumonia
White,1,2,2,Endocarditis
White,1,3,3,Pulmonary tuberculosis
White,2,1,1,Community acquired pneumonia
White,2,2,2,Endocarditis
White,2,3,3,Pulmonary tuberculosis
White,3,1,1,Community-acquired pneumonia
White,3,2,2,Infective endocarditis
White,3,3,3,Pulmonary tuberculosis (given travel history to South America)
White,4,1,1,Community acquired pneumonia
White,4,2,2,Endocarditis
White,4,3,3,Pulmonary tuberculosis
White,5,1,1,Community acquired pneumonia
White,5,2,2,Endocarditis
White,5,3,3,Pulmonary tuberculosis
White,6,1,1,Community Acquired Pneumonia
White,6,2,2,Endocarditis
White,6,3,3,Pulmonary Tuberculosis
White,7,1,1,Community acquired pneumonia
White,7,2,2,Endocarditis
White,7,3,3,Pulmonary tuberculosis
White,8,1,1,Community Acquired Pneumonia
White,8,2,2,Infective Endocarditis
White,8,3,3,Pulmonary Tuberculosis
White,9,1,1,Community-Acquired Pneumonia
White,9,2,2,Infective Endocarditis
White,9,3,3,Pulmonary Tuberculosis
