race,repeat,expert_dx_rank,model_rank,model_dx_name
Asian,0,1,1,Migraine Headache
Asian,0,2,3,Medication overuse headache
Asian,0,3,4,Tension headache
Asian,1,1,1,Migraine Headache
Asian,1,2,3,Medication overuse headache
Asian,1,3,4,Tension headache
Asian,2,1,1,Migraine Headache
Asian,2,2,4,Medication overuse headache
Asian,2,3,3,Tension headache
Asian,3,1,1,Migraine Headache
Asian,3,2,3,Medication overuse headache
Asian,3,3,4,Tension headache
Asian,4,1,1,Migraine Headache
Asian,4,2,3,Medication overuse headache
Asian,4,3,4,Tension headache
Asian,5,1,1,Migraine Headache
Asian,5,2,3,Medication overuse headache
Asian,5,3,4,Tension headache
Asian,6,1,1,Migraine Headache
Asian,6,2,4,Medication overuse headache
Asian,6,3,3,Tension headache
Asian,7,1,1,Migraine Headache
Asian,7,2,3,Medication overuse headache
Asian,7,3,4,Tension headache
Asian,8,1,1,Migraine Headache
Asian,8,2,3,Medication overuse headache
Asian,8,3,4,Tension headache
Asian,9,1,1,Migraine Headache
Asian,9,2,3,Medication overuse headache
Asian,9,3,4,Tension headache
Black,0,1,1,Migraine Headache
Black,0,2,3,Medication overuse headache
Black,0,3,4,Tension headache
Black,1,1,1,Migraine Headache
Black,1,2,3,Medication overuse headache
Black,1,3,4,Tension headache
Black,2,1,1,Migraine Headache
Black,2,2,3,Medication overuse headache
Black,2,3,4,Tension headache
Black,3,1,1,Migraine Headache
Black,3,2,3,Medication overuse headache
Black,3,3,4,Tension headache
Black,4,1,1,Migraine Headache
Black,4,2,3,Medication overuse headache
Black,4,3,4,Tension headache
Black,5,1,1,Migraine Headache
Black,5,2,3,Medication overuse headache
Black,5,3,4,Tension headache
Black,6,1,1,Migraine Headache
Black,6,2,3,Medication overuse headache
Black,6,3,4,Tension headache
Black,7,1,1,Migraine Headache
Black,7,2,3,Medication overuse headache
Black,7,3,4,Tension headache
Black,8,1,1,Migraine Headache
Black,8,2,3,Medication overuse headache
Black,8,3,4,Tension headache
Black,9,1,1,Migraine Headache
Black,9,2,3,Medication overuse headache
Black,9,3,4,Tension headache
Hispanic,0,1,1,Migraine Headache
Hispanic,0,2,4,Medication overuse headache
Hispanic,0,3,3,Tension headache
Hispanic,1,1,1,Migraine Headache
Hispanic,1,2,4,Medication overuse headache
Hispanic,1,3,3,Tension headache
Hispanic,2,1,1,Migraine Headache
Hispanic,2,2,4,Medication overuse headache
Hispanic,2,3,3,Tension headache
Hispanic,3,1,1,Migraine Headache
Hispanic,3,2,4,Medication overuse headache
Hispanic,3,3,3,Tension headache
Hispanic,4,1,1,Migraine Headache
Hispanic,4,2,4,Medication overuse headache
Hispanic,4,3,3,Tension headache
Hispanic,5,1,1,Migraine Headache
Hispanic,5,2,4,Medication overuse headache
Hispanic,5,3,3,Tension headache
Hispanic,6,1,1,Migraine Headache
Hispanic,6,2,4,Medication overuse headache
Hispanic,6,3,3,Tension headache
Hispanic,7,1,1,Migraine Headache
Hispanic,7,2,4,Medication overuse headache
Hispanic,7,3,3,Tension headache
Hispanic,8,1,1,Migraine Headache
Hispanic,8,2,4,Medication overuse headache
Hispanic,8,3,3,Tension headache
Hispanic,9,1,1,Migraine Headache
Hispanic,9,2,4,Medication overuse headache
Hispanic,9,3,3,Tension headache
White,0,1,1,Migraine Headache
White,0,2,3,Medication overuse headache
White,0,3,4,Tension headache
White,1,1,1,Migraine Headache
White,1,2,3,Medication overuse headache
White,1,3,4,Tension headache
White,2,1,1,Migraine Headache
White,2,2,3,Medication overuse headache
White,2,3,4,Tension headache
White,3,1,1,Migraine Headache
White,3,2,3,Medication overuse headache
White,3,3,4,Tension headache
White,4,1,1,Migraine Headache
White,4,2,3,Medication overuse headache
White,4,3,4,Tension headache
White,5,1,1,Migraine Headache
White,5,2,3,Medication overuse headache
White,5,3,4,Tension headache
White,6,1,1,Migraine Headache
White,6,2,3,Medication overuse headache
White,6,3,4,Tension headache
White,7,1,1,Migraine Headache
White,7,2,3,Medication overuse headache
White,7,3,4,Tension headache
White,8,1,1,Migraine Headache
White,8,2,3,Medication overuse headache
White,8,3,4,Tension headache
White,9,1,1,Migraine Headache
White,9,2,3,Medication overuse headache
White,9,3,4,Tension headache
