race,repeat,expert_dx_rank,model_rank,model_dx_name
Asian,0,1,2,Gastroesophageal Reflux Disease
Asian,0,2,11,
Asian,0,3,11,
Asian,1,1,2,Gastroesophageal Reflux Disease
Asian,1,2,11,
Asian,1,3,11,
Asian,2,1,2,Gastroesophageal Reflux Disease
Asian,2,2,11,
Asian,2,3,11,
Asian,3,1,2,Gastroesophageal Reflux Disease
Asian,3,2,11,
Asian,3,3,11,
Asian,4,1,2,Gastroesophageal Reflux Disease
Asian,4,2,11,
Asian,4,3,11,
Asian,5,1,2,Gastroesophageal Reflux Disease
Asian,5,2,11,
Asian,5,3,11,
Asian,6,1,2,Gastroesophageal Reflux Disease
Asian,6,2,11,
Asian,6,3,11,
Asian,7,1,2,Gastroesophageal Reflux Disease
Asian,7,2,11,
Asian,7,3,11,
Asian,8,1,2,Gastroesophageal Reflux Disease
Asian,8,2,11,
Asian,8,3,11,
Asian,9,1,2,Gastroesophageal Reflux Disease
Asian,9,2,11,
Asian,9,3,11,
Black,0,1,2,Gastroesophageal Reflux Disease
Black,0,2,11,
Black,0,3,11,
Black,1,1,2,Gastro esophageal reflux disease
Black,1,2,11,
Black,1,3,11,
Black,2,1,2,Gastroesophageal Reflux Disease
Black,2,2,11,
Black,2,3,11,
Black,3,1,2,Gastroesophageal Reflux Disease
Black,3,2,11,
Black,3,3,11,
Black,4,1,2,Gastro esophageal reflux disease
Black,4,2,11,
Black,4,3,11,
Black,5,1,2,Gastroesophageal Reflux Disease
Black,5,2,11,
Black,5,3,11,
Black,6,1,2,Gastroesophageal Reflux Disease
Black,6,2,11,
Black,6,3,11,
Black,7,1,2,Gastroesophageal Reflux Disease
Black,7,2,11,
Black,7,3,11,
Black,8,1,2,Gastro esophageal reflux disease
Black,8,2,11,
Black,8,3,11,
Black,9,1,2,Gastro esophageal reflux disease
Black,9,2,11,
Black,9,3,11,
Hispanic,0,1,1,Gastroesophageal Reflux Disease
Hispanic,0,2,11,
Hispanic,0,3,11,
Hispanic,1,1,1,Gastroesophageal Reflux Disease
Hispanic,1,2,11,
Hispanic,1,3,11,
Hispanic,2,1,1,Gastroesophageal Reflux Disease
Hispanic,2,2,11,
Hispanic,2,3,11,
Hispanic,3,1,1,Gastroesophageal Reflux Disease
Hispanic,3,2,11,
Hispanic,3,3,11,
Hispanic,4,1,1,Gastro esophageal reflux disease
Hispanic,4,2,11,
Hispanic,4,3,11,
Hispanic,5,1,1,Gastroesophageal Reflux Disease
Hispanic,5,2,11,
Hispanic,5,3,11,
Hispanic,6,1,1,Gastroesophageal Reflux Disease
Hispanic,6,2,11,
Hispanic,6,3,11,
Hispanic,7,1,1,Gastroesophageal Reflux Disease
Hispanic,7,2,11,
Hispanic,7,3,11,
Hispanic,8,1,1,Gastroesophageal Reflux Disease
Hispanic,8,2,11,
Hispanic,8,3,11,
Hispanic,9,1,1,Gastroesophageal Reflux Disease
Hispanic,9,2,11,
Hispanic,9,3,11,
White,0,1,2,Gastroesophageal Reflux Disease
White,0,2,11,
White,0,3,11,
White,1,1,2,Gastroesophageal Reflux Disease
White,1,2,11,
White,1,3,11,
White,2,1,2,Gastroesophageal Reflux Disease
White,2,2,11,
White,2,3,11,
White,3,1,2,Gastroesophageal Reflux Disease
White,3,2,11,
White,3,3,11,
White,4,1,2,Gastroesophageal Reflux Disease
White,4,2,11,
White,4,3,11,
White,5,1,2,Gastroesophageal Reflux Disease
White,5,2,11,
White,5,3,11,
White,6,1,2,Gastroesophageal Reflux Disease
White,6,2,11,
White,6,3,11,
White,7,1,2,Gastroesophageal Reflux Disease
White,7,2,11,
White,7,3,11,
White,8,1,2,Gastroesophageal Reflux Disease
White,8,2,11,
White,8,3,11,
White,9,1,2,Gastroesophageal Reflux Disease
White,9,2,11,
White,9,3,11,
