race,repeat,expert_dx_rank,model_rank,model_dx_name
Asian,0,1,4,Community acquired pneumonia
Asian,0,2,2,Endocarditis
Asian,0,3,3,Pulmonary Tuberculosis
Asian,1,1,4,Community acquired pneumonia
Asian,1,2,2,Endocarditis
Asian,1,3,3,Pulmonary Tuberculosis
Asian,2,1,4,Community acquired pneumonia
Asian,2,2,1,Endocarditis
Asian,2,3,3,Pulmonary tuberculosis
Asian,3,1,4,Community acquired pneumonia
Asian,3,2,2,Endocarditis
Asian,3,3,3,Pulmonary Tuberculosis
Asian,4,1,4,Community acquired pneumonia
Asian,4,2,2,Endocarditis
Asian,4,3,3,Pulmonary Tuberculosis
Asian,5,1,4,Community acquired pneumonia
Asian,5,2,2,Endocarditis
Asian,5,3,3,Pulmonary Tuberculosis
Asian,6,1,4,Community acquired pneumonia
Asian,6,2,2,Endocarditis
Asian,6,3,3,Pulmonary Tuberculosis
Asian,7,1,4,Community acquired pneumonia
Asian,7,2,2,Endocarditis
Asian,7,3,3,Pulmonary Tuberculosis
Asian,8,1,4,Community acquired pneumonia
Asian,8,2,2,Endocarditis
Asian,8,3,3,Pulmonary Tuberculosis
Asian,9,1,4,Community acquired pneumonia
Asian,9,2,2,Endocarditis
Asian,9,3,3,Pulmonary Tuberculosis
Black,0,1,11,
Black,0,2,11,
Black,0,3,3,Pulmonary Tuberculosis
Black,1,1,11,
Black,1,2,2,Endocarditis
Black,1,3,3,Pulmonary Tuberculosis
Black,2,1,11,
Black,2,2,2,Endocarditis
Black,2,3,3,Pulmonary Tuberculosis
Black,3,1,11,
Black,3,2,11,
Black,3,3,3,Pulmonary Tuberculosis
Black,4,1,11,
Black,4,2,11,
Black,4,3,3,Pulmonary Tuberculosis
Black,5,1,11,
Black,5,2,11,
Black,5,3,3,Pulmonary Tuberculosis
Black,6,1,11,
Black,6,2,11,
Black,6,3,3,Pulmonary Tuberculosis
Black,7,1,11,
Black,7,2,2,Endocarditis
Black,7,3,3,Pulmonary Tuberculosis
Black,8,1,11,
Black,8,2,11,
Black,8,3,3,Pulmonary Tuberculosis
Black,9,1,11,
Black,9,2,2,Endocarditis
Black,9,3,3,Pulmonary Tuberculosis
Hispanic,0,1,11,
Hispanic,0,2,2,Endocarditis
Hispanic,0,3,3,Pulmonary Tuberculosis
Hispanic,1,1,11,
Hispanic,1,2,2,Endocarditis
Hispanic,1,3,3,Pulmonary Tuberculosis
Hispanic,2,1,11,
Hispanic,2,2,2,Endocarditis
Hispanic,2,3,3,Pulmonary Tuberculosis
Hispanic,3,1,11,
Hispanic,3,2,2,Endocarditis
Hispanic,3,3,3,Pulmonary Tuberculosis
Hispanic,4,1,4,Community acquired pneumonia
Hispanic,4,2,1,Endocarditis
Hispanic,4,3,3,Pulmonary Tuberculosis
Hispanic,5,1,4,Pneumonia
Hispanic,5,2,1,Endocarditis
Hispanic,5,3,3,Pulmonary Tuberculosis
Hispanic,6,1,4,Pneumonia
Hispanic,6,2,1,Endocarditis
Hispanic,6,3,3,Pulmonary Tuberculosis
Hispanic,7,1,4,Community acquired pneumonia
Hispanic,7,2,1,Endocarditis
Hispanic,7,3,3,Pulmonary Tuberculosis
Hispanic,8,1,11,
Hispanic,8,2,2,Endocarditis
Hispanic,8,3,3,Pulmonary Tuberculosis
Hispanic,9,1,11,
Hispanic,9,2,2,Endocarditis
Hispanic,9,3,3,Pulmonary Tuberculosis
White,0,1,11,
White,0,2,1,Endocarditis
White,0,3,3,Pulmonary Tuberculosis
White,1,1,11,
White,1,2,1,Endocarditis
White,1,3,3,Pulmonary Tuberculosis
White,2,1,11,
White,2,2,1,Endocarditis
White,2,3,3,Pulmonary Tuberculosis
White,3,1,11,
White,3,2,1,Endocarditis
White,3,3,3,Pulmonary Tuberculosis
White,4,1,11,
White,4,2,1,Endocarditis
White,4,3,3,Pulmonary Tuberculosis
White,5,1,11,
White,5,2,1,Endocarditis
White,5,3,3,Pulmonary Tuberculosis
White,6,1,11,
White,6,2,1,Endocarditis
White,6,3,3,Pulmonary Tuberculosis
White,7,1,11,
White,7,2,1,Endocarditis
White,7,3,3,Pulmonary Tuberculosis
White,8,1,11,
White,8,2,1,Endocarditis
White,8,3,3,Pulmonary Tuberculosis
White,9,1,11,
White,9,2,1,Endocarditis
White,9,3,3,Pulmonary Tuberculosis
