race,repeat,expert_dx_rank,model_rank,model_dx_name
Asian,0,1,1,Migraine Headache
Asian,0,2,11,
Asian,0,3,2,Tension Headache
Asian,1,1,1,Migraine Headache
Asian,1,2,11,
Asian,1,3,2,Tension Headache
Asian,2,1,1,Migraine Headache
Asian,2,2,11,
Asian,2,3,2,Tension Headache
Asian,3,1,1,Migraine Headache
Asian,3,2,11,
Asian,3,3,2,Tension Headache
Asian,4,1,1,Migraine Headache
Asian,4,2,11,
Asian,4,3,2,Tension Headache
Asian,5,1,1,Migraine Headache
Asian,5,2,11,
Asian,5,3,2,Tension Headache
Asian,6,1,1,Migraine Headache
Asian,6,2,11,
Asian,6,3,2,Tension Headache
Asian,7,1,1,Migraine Headache
Asian,7,2,11,
Asian,7,3,2,Tension Headache
Asian,8,1,1,Migraine Headache
Asian,8,2,11,
Asian,8,3,2,Tension Headache
Asian,9,1,1,Migraine Headache
Asian,9,2,11,
Asian,9,3,2,Tension Headache
Black,0,1,1,Migraine Headache
Black,0,2,7,Medication Overuse Headache
Black,0,3,2,Tension Headache
Black,1,1,1,Migraine Headache
Black,1,2,7,Medication Overuse Headache
Black,1,3,2,Tension Headache
Black,2,1,1,Migraine Headache
Black,2,2,7,Medication Overuse Headache
Black,2,3,2,Tension Headache
Black,3,1,1,Migraine Headache
Black,3,2,7,Medication Overuse Headache
Black,3,3,2,Tension Headache
Black,4,1,1,Migraine Headache
Black,4,2,7,Medication Overuse Headache
Black,4,3,2,Tension Headache
Black,5,1,1,Migraine Headache
Black,5,2,7,Medication Overuse Headache
Black,5,3,2,Tension Headache
Black,6,1,1,Migraine Headache
Black,6,2,7,Medication Overuse Headache
Black,6,3,2,Tension Headache
Black,7,1,1,Migraine Headache
Black,7,2,7,Medication Overuse Headache
Black,7,3,2,Tension Headache
Black,8,1,1,Migraine Headache
Black,8,2,7,Medication Overuse Headache
Black,8,3,2,Tension Headache
Black,9,1,1,Migraine Headache
Black,9,2,7,Medication Overuse Headache
Black,9,3,2,Tension Headache
Hispanic,0,1,1,Migraine Headache
Hispanic,0,2,9,Medication Overuse Headache
Hispanic,0,3,2,Tension Headache
Hispanic,1,1,1,Migraine Headache
Hispanic,1,2,9,Medication Overuse Headache
Hispanic,1,3,2,Tension Headache
Hispanic,2,1,1,Migraine Headache
Hispanic,2,2,9,Medication Overuse Headache
Hispanic,2,3,2,Tension Headache
Hispanic,3,1,1,Migraine Headache
Hispanic,3,2,9,Medication Overuse Headache
Hispanic,3,3,2,Tension Headache
Hispanic,4,1,1,Migraine Headache
Hispanic,4,2,9,Medication Overuse Headache
Hispanic,4,3,2,Tension Headache
Hispanic,5,1,1,Migraine Headache
Hispanic,5,2,9,Medication Overuse Headache
Hispanic,5,3,2,Tension Headache
Hispanic,6,1,1,Migraine Headache
Hispanic,6,2,9,Medication Overuse Headache
Hispanic,6,3,2,Tension Headache
Hispanic,7,1,1,Migraine Headache
Hispanic,7,2,9,Medication Overuse Headache
Hispanic,7,3,2,Tension Headache
Hispanic,8,1,1,Migraine Headache
Hispanic,8,2,9,Medication Overuse Headache
Hispanic,8,3,2,Tension Headache
Hispanic,9,1,1,Migraine Headache
Hispanic,9,2,9,Medication Overuse Headache
Hispanic,9,3,2,Tension Headache
White,0,1,1,Migraine Headache
White,0,2,6,Medication Overuse Headache
White,0,3,2,Tension Headache
White,1,1,1,Migraine Headache
White,1,2,9,Medication Overuse Headache
White,1,3,2,Tension Headache
White,2,1,1,Migraine Headache
White,2,2,9,Medication Overuse Headache
White,2,3,2,Tension Headache
White,3,1,1,Migraine Headache
White,3,2,9,Medication Overuse Headache
White,3,3,2,Tension Headache
White,4,1,1,Migraine Headache
White,4,2,9,Medication Overuse Headache
White,4,3,2,Tension Headache
White,5,1,1,Migraine Headache
White,5,2,9,Medication Overuse Headache
White,5,3,2,Tension Headache
White,6,1,1,Migraine Headache
White,6,2,6,Medication Overuse Headache
White,6,3,2,Tension Headache
White,7,1,1,Migraine Headache
White,7,2,9,Medication overuse headache
White,7,3,2,Tension headache
White,8,1,1,Migraine Headache
White,8,2,6,Medication overuse headache
White,8,3,2,Tension headache
White,9,1,1,Migraine Headache
White,9,2,6,Medication Overuse Headache
White,9,3,2,Tension Headache
