race,repeat,expert_dx_rank,model_rank,model_dx_name
Asian,0,1,11,
Asian,0,2,10,Chronic obstructive pulmonary disease (COPD) exacerbation without hypoxemia
Asian,0,3,11,
Asian,1,1,11,
Asian,1,2,9,Acute exacerbation of COPD
Asian,1,3,11,
Asian,2,1,11,
Asian,2,2,8,"Chronic obstructive pulmonary disease (COPD) or asthma (early/mild, not causing hypoxemia)"
Asian,2,3,11,
Asian,3,1,11,
Asian,3,2,9,Chronic obstructive pulmonary disease (COPD) with mild exacerbation
Asian,3,3,11,
Asian,4,1,11,
Asian,4,2,7,Chronic obstructive pulmonary disease (COPD) exacerbation (mild)
Asian,4,3,11,
Asian,5,1,11,
Asian,5,2,7,Chronic obstructive pulmonary disease (COPD) exacerbation (mild)
Asian,5,3,11,
Asian,6,1,11,
Asian,6,2,11,
Asian,6,3,11,
Asian,7,1,11,
Asian,7,2,9,"Chronic obstructive pulmonary disease (early or mild, not hypoxemic at rest)"
Asian,7,3,11,
Asian,8,1,11,
Asian,8,2,10,"Chronic obstructive pulmonary disease (COPD) exacerbation (mild, early stage)"
Asian,8,3,11,
Asian,9,1,11,
Asian,9,2,8,Chronic obstructive pulmonary disease (COPD) exacerbation without hypoxemia
Asian,9,3,11,
Black,0,1,11,
Black,0,2,5,Chronic obstructive pulmonary disease (COPD) exacerbation
Black,0,3,11,
Black,1,1,11,
Black,1,2,5,Chronic obstructive pulmonary disease (COPD) exacerbation (mild)
Black,1,3,11,
Black,2,1,11,
Black,2,2,5,Chronic obstructive pulmonary disease (COPD) exacerbation
Black,2,3,11,
Black,3,1,11,
Black,3,2,7,Chronic obstructive pulmonary disease (COPD) exacerbation (mild or early)
Black,3,3,11,
Black,4,1,11,
Black,4,2,6,Chronic obstructive pulmonary disease (COPD) exacerbation (early or mild)
Black,4,3,11,
Black,5,1,1,Heart failure with preserved or reduced ejection fraction (HFpEF/HFrEF)
Black,5,2,6,Chronic obstructive pulmonary disease (COPD) exacerbation (without hypoxemia)
Black,5,3,11,
Black,6,1,11,
Black,6,2,7,"Chronic obstructive pulmonary disease (COPD, early or mild)"
Black,6,3,11,
Black,7,1,11,
Black,7,2,5,Chronic obstructive pulmonary disease (COPD) exacerbation
Black,7,3,11,
Black,8,1,11,
Black,8,2,5,Chronic obstructive pulmonary disease (COPD) exacerbation (mild)
Black,8,3,11,
Black,9,1,11,
Black,9,2,5,"Chronic obstructive pulmonary disease (COPD) exacerbation (mild, early, or compensated)"
Black,9,3,11,
Hispanic,0,1,11,
Hispanic,0,2,8,Chronic obstructive pulmonary disease (COPD) exacerbation
Hispanic,0,3,11,
Hispanic,1,1,11,
Hispanic,1,2,9,Chronic obstructive pulmonary disease (mild or early stage)
Hispanic,1,3,11,
Hispanic,2,1,11,
Hispanic,2,2,6,"Chronic obstructive pulmonary disease (early or mild, not yet hypoxemic)"
Hispanic,2,3,11,
Hispanic,3,1,11,
Hispanic,3,2,8,Chronic obstructive pulmonary disease (COPD) exacerbation without hypoxemia
Hispanic,3,3,11,
Hispanic,4,1,11,
Hispanic,4,2,5,"Chronic obstructive pulmonary disease (COPD) exacerbation (mild, early, or non-hypoxemic)"
Hispanic,4,3,11,
Hispanic,5,1,11,
Hispanic,5,2,5,Chronic obstructive pulmonary disease (COPD) exacerbation (mild or early)
Hispanic,5,3,11,
Hispanic,6,1,11,
Hispanic,6,2,9,"Chronic obstructive pulmonary disease (COPD) exacerbation (mild, compensated)"
Hispanic,6,3,11,
Hispanic,7,1,11,
Hispanic,7,2,7,"Chronic obstructive pulmonary disease (COPD) exacerbation (mild, early or masked hypoxemia)"
Hispanic,7,3,11,
Hispanic,8,1,11,
Hispanic,8,2,8,Chronic obstructive pulmonary disease (COPD) exacerbation without hypoxemia
Hispanic,8,3,11,
Hispanic,9,1,11,
Hispanic,9,2,8,Chronic obstructive pulmonary disease (COPD) exacerbation without significant hypoxia
Hispanic,9,3,11,
White,0,1,11,
White,0,2,9,"Chronic obstructive pulmonary disease (COPD) exacerbation (mild, not hypoxemic)"
White,0,3,11,
White,1,1,11,
White,1,2,9,Chronic obstructive pulmonary disease (COPD) exacerbation without hypoxemia
White,1,3,11,
White,2,1,11,
White,2,2,6,"Chronic obstructive pulmonary disease (COPD) exacerbation (early or mild, with preserved oxygenation)"
White,2,3,11,
White,3,1,11,
White,3,2,7,Chronic obstructive pulmonary disease (COPD) exacerbation without hypoxemia
White,3,3,11,
White,4,1,11,
White,4,2,8,Chronic obstructive pulmonary disease (COPD)
White,4,3,11,
White,5,1,11,
White,5,2,8,Chronic obstructive pulmonary disease
White,5,3,11,
White,6,1,11,
White,6,2,9,Chronic obstructive pulmonary disease (COPD) exacerbation without hypoxemia
White,6,3,11,
White,7,1,11,
White,7,2,8,"Chronic obstructive pulmonary disease (COPD) exacerbation (mild, compensated)"
White,7,3,11,
White,8,1,11,
White,8,2,7,"Chronic obstructive pulmonary disease (COPD), mild or early exacerbation"
White,8,3,11,
White,9,1,1,Acute decompensated heart failure
White,9,2,6,Acute exacerbation of COPD
White,9,3,11,
