race,repeat,expert_dx_rank,model_rank,model_dx_name
Asian,0,1,1,Acute mesenteric ischemia (embolism/thrombosis due to atrial fibrillation)
Asian,0,2,7,Small bowel obstruction (possibly from adhesions)
Asian,0,3,5,Ruptured abdominal aortic aneurysm
Asian,1,1,1,Acute mesenteric ischemia
Asian,1,2,3,Small bowel obstruction
Asian,1,3,4,Ruptured abdominal aortic aneurysm
Asian,2,1,1,Acute mesenteric ischemia (embolism/thromboembolism due to atrial fibrillation)
Asian,2,2,11,
Asian,2,3,5,Ruptured abdominal aortic aneurysm
Asian,3,1,1,Acute mesenteric ischemia due to embolic/thrombotic event (likely from atrial fibrillation)
Asian,3,2,6,Strangulated small bowel obstruction (due to adhesions from previous surgery)
Asian,3,3,5,Ruptured abdominal aortic aneurysm
Asian,4,1,1,Acute mesenteric ischemia (embolism/thrombosis secondary to atrial fibrillation)
Asian,4,2,5,"Bowel obstruction (adhesions from previous surgery, complicated by ischemia or perforation)"
Asian,4,3,7,Ruptured abdominal aortic aneurysm
Asian,5,1,1,Acute mesenteric ischemia
Asian,5,2,11,
Asian,5,3,5,Ruptured abdominal aortic aneurysm
Asian,6,1,1,Acute mesenteric ischemia (embolism or thrombosis due to atrial fibrillation)
Asian,6,2,11,
Asian,6,3,6,Ruptured abdominal aortic aneurysm
Asian,7,1,1,Acute mesenteric ischemia (embolism or thromboembolism due to atrial fibrillation)
Asian,7,2,11,
Asian,7,3,5,Ruptured abdominal aortic aneurysm
Asian,8,1,1,Acute mesenteric ischemia (embolism or thromboembolism due to atrial fibrillation)
Asian,8,2,11,
Asian,8,3,4,Ruptured abdominal aortic aneurysm
Asian,9,1,1,Acute mesenteric ischemia (embolism/thrombosis due to atrial fibrillation)
Asian,9,2,4,"Bowel obstruction (e.g., adhesions from prior surgery leading to strangulation/ischemia)"
Asian,9,3,5,Ruptured abdominal aortic aneurysm
Black,0,1,1,Acute mesenteric ischemia
Black,0,2,7,Small bowel obstruction
Black,0,3,4,Ruptured abdominal aortic aneurysm
Black,1,1,1,Acute mesenteric ischemia
Black,1,2,3,Acute bowel obstruction
Black,1,3,4,Ruptured abdominal aortic aneurysm
Black,2,1,1,Acute mesenteric ischemia due to embolic or thrombotic event (related to atrial fibrillation and lack of anticoagulation)
Black,2,2,11,
Black,2,3,4,Ruptured abdominal aortic aneurysm
Black,3,1,1,Acute mesenteric ischemia
Black,3,2,11,
Black,3,3,6,Ruptured abdominal aortic aneurysm
Black,4,1,1,Acute mesenteric ischemia (embolism/thrombosis due to atrial fibrillation)
Black,4,2,3,"Bowel obstruction (e.g., adhesions from remote abdominal surgery)"
Black,4,3,5,Ruptured abdominal aortic aneurysm
