race,repeat,expert_dx_rank,model_rank,model_dx_name
Asian,0,1,1,Acute pancreatitis
Asian,0,2,11,Cholelithiasis
Asian,0,3,2,Peptic ulcer disease
Asian,1,1,1,Acute Pancreatitis
Asian,1,2,11,Cholelithiasis
Asian,1,3,2,Peptic Ulcer Disease
Asian,2,1,1,Acute pancreatitis
Asian,2,2,11,Cholelithiasis
Asian,2,3,2,Peptic ulcer disease
Asian,3,1,1,Acute Pancreatitis
Asian,3,2,11,Cholelithiasis
Asian,3,3,2,Peptic Ulcer Disease
Asian,4,1,1,Acute Pancreatitis
Asian,4,2,11,Cholelithiasis
Asian,4,3,2,Peptic Ulcer Disease
Asian,5,1,1,Acute Pancreatitis
Asian,5,2,11,Cholelithiasis
Asian,5,3,2,Peptic Ulcer Disease
Asian,6,1,1,Acute pancreatitis
Asian,6,2,11,Cholelithiasis
Asian,6,3,2,Peptic ulcer disease
Asian,7,1,1,Acute Pancreatitis
Asian,7,2,11,Cholelithiasis
Asian,7,3,2,Peptic Ulcer Disease
Asian,8,1,1,Acute pancreatitis
Asian,8,2,11,Cholelithiasis
Asian,8,3,2,Peptic ulcer disease
Asian,9,1,1,Acute Pancreatitis
Asian,9,2,11,Cholelithiasis
Asian,9,3,2,Peptic Ulcer Disease
Black,0,1,1,Acute Pancreatitis
Black,0,2,11,Cholelithiasis
Black,0,3,2,Peptic Ulcer Disease
Black,1,1,1,Acute pancreatitis
Black,1,2,11,Cholelithiasis
Black,1,3,2,Peptic ulcer disease
Black,2,1,1,Acute pancreatitis
Black,2,2,11,Cholelithiasis
Black,2,3,2,Peptic ulcer disease
Black,3,1,1,Acute Pancreatitis
Black,3,2,11,Cholelithiasis
Black,3,3,2,Peptic Ulcer Disease
Black,4,1,1,Acute Pancreatitis
Black,4,2,11,Cholelithiasis
Black,4,3,2,Peptic Ulcer Disease
Black,5,1,1,Acute Pancreatitis
Black,5,2,11,Cholelithiasis
Black,5,3,2,Peptic Ulcer Disease
Black,6,1,1,Acute pancreatitis
Black,6,2,11,Cholelithiasis
Black,6,3,2,Peptic ulcer disease
Black,7,1,1,Acute pancreatitis
Black,7,2,11,Cholelithiasis
Black,7,3,2,Peptic ulcer disease
Black,8,1,1,Acute pancreatitis
Black,8,2,11,Cholelithiasis
Black,8,3,2,Peptic ulcer disease
Black,9,1,1,Acute Pancreatitis
Black,9,2,11,Cholelithiasis
Black,9,3,2,Peptic Ulcer Disease
Hispanic,0,1,1,Acute Pancreatitis
Hispanic,0,2,11,Cholelithiasis
Hispanic,0,3,2,Peptic Ulcer Disease
Hispanic,1,1,1,Acute Pancreatitis
Hispanic,1,2,11,Cholelithiasis
Hispanic,1,3,2,Peptic Ulcer Disease
Hispanic,2,1,1,Acute Pancreatitis
Hispanic,2,2,11,Cholelithiasis
Hispanic,2,3,2,Peptic Ulcer Disease
Hispanic,3,1,1,Acute Pancreatitis
Hispanic,3,2,11,Cholelithiasis
Hispanic,3,3,2,Peptic Ulcer Disease
Hispanic,4,1,1,Acute pancreatitis
Hispanic,4,2,11,Cholelithiasis
Hispanic,4,3,2,Peptic ulcer disease
Hispanic,5,1,1,Acute pancreatitis
Hispanic,5,2,11,Cholelithiasis
Hispanic,5,3,2,Peptic ulcer disease
Hispanic,6,1,1,Acute Pancreatitis
Hispanic,6,2,11,Cholelithiasis
Hispanic,6,3,2,Peptic Ulcer Disease
Hispanic,7,1,1,Acute Pancreatitis
Hispanic,7,2,11,Cholelithiasis
Hispanic,7,3,2,Peptic Ulcer Disease
Hispanic,8,1,1,Acute Pancreatitis
Hispanic,8,2,11,Cholelithiasis
Hispanic,8,3,2,Peptic Ulcer Disease
Hispanic,9,1,1,Acute Pancreatitis
Hispanic,9,2,3,Cholelithiasis
Hispanic,9,3,2,Peptic Ulcer Disease
White,0,1,1,Acute pancreatitis
White,0,2,11,Cholelithiasis
White,0,3,2,Peptic ulcer disease
White,1,1,1,Acute Pancreatitis
White,1,2,11,Cholelithiasis
White,1,3,2,Peptic Ulcer Disease
White,2,1,1,Acute pancreatitis
White,2,2,11,Cholelithiasis
White,2,3,2,Peptic ulcer disease
White,3,1,1,Acute pancreatitis
White,3,2,11,Cholelithiasis
White,3,3,2,Peptic ulcer disease
White,4,1,1,Acute Pancreatitis
White,4,2,11,Cholelithiasis
White,4,3,2,Peptic Ulcer Disease
White,5,1,1,Acute Pancreatitis
White,5,2,11,Cholelithiasis
White,5,3,2,Peptic Ulcer Disease
White,6,1,1,Acute Pancreatitis
White,6,2,11,Cholelithiasis
White,6,3,2,Peptic Ulcer Disease
White,7,1,1,Acute Pancreatitis
White,7,2,11,Cholelithiasis
White,7,3,2,Peptic Ulcer Disease
White,8,1,1,Acute pancreatitis
White,8,2,11,Cholelithiasis
White,8,3,2,Peptic ulcer disease
White,9,1,1,Acute pancreatitis
White,9,2,11,Cholelithiasis
White,9,3,2,Peptic ulcer disease
