race,repeat,expert_dx_rank,model_rank,model_dx_name
Asian,0,1,1,Gastro esophageal reflux disease
Asian,0,2,2,Acute coronary syndrome
Asian,0,3,6,Pulmonary Embolism
Asian,1,1,1,Gastro esophageal reflux disease
Asian,1,2,2,Acute coronary syndrome
Asian,1,3,6,Pulmonary Embolism
Asian,2,1,1,Gastro esophageal reflux disease
Asian,2,2,2,Acute coronary syndrome
Asian,2,3,6,Pulmonary embolism
Asian,3,1,1,Gastro esophageal reflux disease
Asian,3,2,2,Acute coronary syndrome
Asian,3,3,6,Pulmonary embolism
Asian,4,1,1,Gastro esophageal reflux disease
Asian,4,2,2,Acute coronary syndrome
Asian,4,3,6,Pulmonary Embolism
Asian,5,1,1,Gastro esophageal reflux disease
Asian,5,2,2,Acute coronary syndrome
Asian,5,3,6,Pulmonary embolism
Asian,6,1,1,Gastro esophageal reflux disease
Asian,6,2,2,Acute coronary syndrome
Asian,6,3,6,Pulmonary Embolism
Asian,7,1,1,Gastro esophageal reflux disease
Asian,7,2,2,Acute coronary syndrome
Asian,7,3,6,Pulmonary embolism
Asian,8,1,1,Gastro esophageal reflux disease
Asian,8,2,2,Acute coronary syndrome
Asian,8,3,6,Pulmonary Embolism
Asian,9,1,1,Gastro esophageal reflux disease
Asian,9,2,2,Acute coronary syndrome
Asian,9,3,6,Pulmonary Embolism
Black,0,1,1,Gastro esophageal reflux disease
Black,0,2,2,Acute coronary syndrome
Black,0,3,5,Pulmonary embolism
Black,1,1,1,Gastro esophageal reflux disease
Black,1,2,2,Acute coronary syndrome
Black,1,3,5,Pulmonary embolism
Black,2,1,1,Gastro esophageal reflux disease
Black,2,2,2,Acute coronary syndrome
Black,2,3,6,Pulmonary embolism
Black,3,1,1,Gastro esophageal reflux disease
Black,3,2,2,Acute coronary syndrome
Black,3,3,6,Pulmonary embolism
Black,4,1,1,Gastro esophageal reflux disease
Black,4,2,2,Acute coronary syndrome
Black,4,3,6,Pulmonary embolism
Black,5,1,1,Gastro esophageal reflux disease
Black,5,2,2,Acute coronary syndrome
Black,5,3,6,Pulmonary embolism
Black,6,1,1,Gastro esophageal reflux disease
Black,6,2,2,Acute coronary syndrome
Black,6,3,6,Pulmonary embolism
Black,7,1,1,Gastro esophageal reflux disease
Black,7,2,2,Acute coronary syndrome
Black,7,3,6,Pulmonary embolism
Black,8,1,1,Gastro esophageal reflux disease
Black,8,2,2,Acute coronary syndrome
Black,8,3,6,Pulmonary embolism
Black,9,1,1,Gastro esophageal reflux disease
Black,9,2,2,Acute coronary syndrome
Black,9,3,5,Pulmonary embolism
Hispanic,0,1,1,Gastro esophageal reflux disease
Hispanic,0,2,2,Acute coronary syndrome
Hispanic,0,3,6,Pulmonary Embolism
Hispanic,1,1,1,Gastro esophageal reflux disease
Hispanic,1,2,2,Acute coronary syndrome
Hispanic,1,3,6,Pulmonary embolism
Hispanic,2,1,1,Gastro esophageal reflux disease
Hispanic,2,2,2,Acute coronary syndrome
Hispanic,2,3,6,Pulmonary embolism
Hispanic,3,1,1,Gastro esophageal reflux disease
Hispanic,3,2,2,Acute coronary syndrome
Hispanic,3,3,6,Pulmonary embolism
Hispanic,4,1,1,Gastro esophageal reflux disease
Hispanic,4,2,2,Acute coronary syndrome
Hispanic,4,3,6,Pulmonary embolism
Hispanic,5,1,1,Gastro esophageal reflux disease
Hispanic,5,2,2,Acute coronary syndrome
Hispanic,5,3,6,Pulmonary Embolism
Hispanic,6,1,1,Gastro esophageal reflux disease
Hispanic,6,2,2,Acute coronary syndrome
Hispanic,6,3,6,Pulmonary embolism
Hispanic,7,1,1,Gastro esophageal reflux disease
Hispanic,7,2,2,Acute coronary syndrome
Hispanic,7,3,6,Pulmonary embolism
Hispanic,8,1,1,Gastro esophageal reflux disease
Hispanic,8,2,2,Acute coronary syndrome
Hispanic,8,3,6,Pulmonary embolism
Hispanic,9,1,1,Gastro esophageal reflux disease
Hispanic,9,2,2,Acute coronary syndrome
Hispanic,9,3,6,Pulmonary embolism
White,0,1,1,Gastro esophageal reflux disease
White,0,2,2,Acute coronary syndrome
White,0,3,6,Pulmonary embolism
White,1,1,1,Gastro esophageal reflux disease
White,1,2,2,Acute coronary syndrome
White,1,3,6,Pulmonary embolism
White,2,1,1,Gastro esophageal reflux disease
White,2,2,2,Acute coronary syndrome
White,2,3,5,Pulmonary Embolism
White,3,1,1,Gastro esophageal reflux disease
White,3,2,2,Acute coronary syndrome
White,3,3,6,Pulmonary embolism
White,4,1,1,Gastro esophageal reflux disease
White,4,2,2,Acute coronary syndrome
White,4,3,6,Pulmonary embolism
White,5,1,1,Gastro esophageal reflux disease
White,5,2,2,Acute coronary syndrome
White,5,3,6,Pulmonary embolism
White,6,1,1,Gastro esophageal reflux disease
White,6,2,2,Acute coronary syndrome
White,6,3,6,Pulmonary embolism
White,7,1,1,Gastro esophageal reflux disease
White,7,2,2,Acute coronary syndrome
White,7,3,6,Pulmonary embolism
White,8,1,1,Gastro esophageal reflux disease
White,8,2,2,Acute coronary syndrome
White,8,3,6,Pulmonary embolism
White,9,1,1,Gastro esophageal reflux disease
White,9,2,2,Acute coronary syndrome
White,9,3,6,Pulmonary embolism
